name,extension,content_type,expected_bytes,actual_bytes,size_ok,expected_sha256,actual_sha256,sha256_ok,url
analysis_support.zip,.zip,application/zip,216377,216377,True,aac5eae1326ca5a4c395cffc58f33940fc8024f5b6cba8c133fc495202d0a3b2,aac5eae1326ca5a4c395cffc58f33940fc8024f5b6cba8c133fc495202d0a3b2,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/analysis_support.zip
artifact.json,.json,application/json,211678,211678,True,b6668eafa2bb1bdfabca8c096a7c42826681fb36f37cbc2cdf9acc74c5088b8e,b6668eafa2bb1bdfabca8c096a7c42826681fb36f37cbc2cdf9acc74c5088b8e,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/artifact.json
BuggedCity_spotA.png,.png,image/png,436225,436225,True,3cabc098d15a8890a5784f07031ce004e8c63939c64930a57b657faf9e66a4cf,3cabc098d15a8890a5784f07031ce004e8c63939c64930a57b657faf9e66a4cf,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/BuggedCity_spotA.png
BuggedCity_spotA.rdc,.rdc,application/octet-stream,391967253,391967253,True,e01096640b66ea3e7ce1d32e2e034516570e23cb75a65c3106dc42c52984ab65,e01096640b66ea3e7ce1d32e2e034516570e23cb75a65c3106dc42c52984ab65,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/BuggedCity_spotA.rdc
BuggedCity_spotA_gpustages.txt,.txt,text/plain; charset=utf-8,80,80,True,a8b671c13152ef35c24684bff7799891f9586846ab65b87504a9a2ae174b3571,a8b671c13152ef35c24684bff7799891f9586846ab65b87504a9a2ae174b3571,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/BuggedCity_spotA_gpustages.txt
BuggedCity_spotA_insights.png,.png,image/png,5301382,5301382,True,56c800df1e4912e76aa4ec9c021d52864174b1b4424bcbd7d2bdfc0af2811bcc,56c800df1e4912e76aa4ec9c021d52864174b1b4424bcbd7d2bdfc0af2811bcc,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/BuggedCity_spotA_insights.png
BuggedCity_spotB.png,.png,image/png,2020103,2020103,True,0d3e5cae354f166e6272179e93c1303b8eca703e5f4004bc7470e61f40d41283,0d3e5cae354f166e6272179e93c1303b8eca703e5f4004bc7470e61f40d41283,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/BuggedCity_spotB.png
BuggedCity_spotB.rdc,.rdc,application/octet-stream,406438173,406438173,True,7c6810a34bf4be54a01f8f32891db03c0c3068d55833390639c88ac6f71c7fcb,7c6810a34bf4be54a01f8f32891db03c0c3068d55833390639c88ac6f71c7fcb,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/BuggedCity_spotB.rdc
BuggedCity_spotB_gpustages.txt,.txt,text/plain; charset=utf-8,80,80,True,a8b671c13152ef35c24684bff7799891f9586846ab65b87504a9a2ae174b3571,a8b671c13152ef35c24684bff7799891f9586846ab65b87504a9a2ae174b3571,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/BuggedCity_spotB_gpustages.txt
BuggedCity_spotB_insights.png,.png,image/png,8789310,8789310,True,a50f586c580ff71a750480cc42bc5159255f82286fdf3e1e6f00fc53fee58820,a50f586c580ff71a750480cc42bc5159255f82286fdf3e1e6f00fc53fee58820,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/BuggedCity_spotB_insights.png
Canyon_spotA.png,.png,image/png,1246279,1246279,True,fbb33f3377ea266ced657b98391381da6584779a86c492a597b4026a08b12056,fbb33f3377ea266ced657b98391381da6584779a86c492a597b4026a08b12056,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Canyon_spotA.png
Canyon_spotA.rdc,.rdc,application/octet-stream,277125265,277125265,True,8b491cc2eaf6a39ad9b0b729269778818b1ef55f38060f060634246f412664c0,8b491cc2eaf6a39ad9b0b729269778818b1ef55f38060f060634246f412664c0,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Canyon_spotA.rdc
Canyon_spotA_gpustages.txt,.txt,text/plain; charset=utf-8,445765,445765,True,99b612e4feb4c45619923fbd93f2062ded0571a5c7773563a9f59ae5e4a7dec0,99b612e4feb4c45619923fbd93f2062ded0571a5c7773563a9f59ae5e4a7dec0,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Canyon_spotA_gpustages.txt
Canyon_spotA_insights.png,.png,image/png,6091137,6091137,True,6a88b94ae7e81fbfcf06b77660e0c8a30d90b1e0be20a74f4e639589243e6e87,6a88b94ae7e81fbfcf06b77660e0c8a30d90b1e0be20a74f4e639589243e6e87,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Canyon_spotA_insights.png
Canyon_spotB.png,.png,image/png,1197880,1197880,True,71ad32e3db137016620c7ce72910f6ddc8e453e5b78121f58a2e13bfaff16c1a,71ad32e3db137016620c7ce72910f6ddc8e453e5b78121f58a2e13bfaff16c1a,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Canyon_spotB.png
Canyon_spotB.rdc,.rdc,application/octet-stream,279323059,279323059,True,979bd8026ead74443803f91431d295ab46b1f0c8be32ef827bfddd5a0e7d4a19,979bd8026ead74443803f91431d295ab46b1f0c8be32ef827bfddd5a0e7d4a19,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Canyon_spotB.rdc
Canyon_spotB_gpustages.txt,.txt,text/plain; charset=utf-8,506468,506468,True,e549a505556e3827fc03bb10e286142f32dc329d6fe5a4a4926b641c8e601dbd,e549a505556e3827fc03bb10e286142f32dc329d6fe5a4a4926b641c8e601dbd,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Canyon_spotB_gpustages.txt
Canyon_spotB_insights.png,.png,image/png,5487170,5487170,True,2a5ca5bc1207e8b2f8da4758c61a6d36b68a17a3704a05b08f45711826eaf086,2a5ca5bc1207e8b2f8da4758c61a6d36b68a17a3704a05b08f45711826eaf086,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Canyon_spotB_insights.png
capture_validation.json,.json,application/json,4766,4766,True,77d0f87467b4f084b8ef91e5cf2e32389fa5f893beab23ad36a2781d8031e1e4,77d0f87467b4f084b8ef91e5cf2e32389fa5f893beab23ad36a2781d8031e1e4,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/capture_validation.json
City_spotA.png,.png,image/png,1141138,1141138,True,6d73ec5d390869e67e6d474f6995668edb39b31b34517547a6236e3c83e67164,6d73ec5d390869e67e6d474f6995668edb39b31b34517547a6236e3c83e67164,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/City_spotA.png
City_spotA.rdc,.rdc,application/octet-stream,464040903,464040903,True,2f7c9fe2e59ff4489d197dc8d6b455f9152cddd244ac187de9686f9cadeeb405,2f7c9fe2e59ff4489d197dc8d6b455f9152cddd244ac187de9686f9cadeeb405,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/City_spotA.rdc
City_spotA_gpustages.txt,.txt,text/plain; charset=utf-8,506263,506263,True,81e88a8c1a60e9fb58a06ed1fc90a210b22b7f735b2e3e374236835ef3ea6220,81e88a8c1a60e9fb58a06ed1fc90a210b22b7f735b2e3e374236835ef3ea6220,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/City_spotA_gpustages.txt
City_spotA_insights.png,.png,image/png,6544656,6544656,True,ede985d6a15f8671892e04a7c437d6914fe6f31b04df1d0da69306ad0a58eea7,ede985d6a15f8671892e04a7c437d6914fe6f31b04df1d0da69306ad0a58eea7,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/City_spotA_insights.png
City_spotB.png,.png,image/png,1802484,1802484,True,7ab2417e9e1038a36ee409152a16ac4abc9438a9a00a913fa86d390ad632b528,7ab2417e9e1038a36ee409152a16ac4abc9438a9a00a913fa86d390ad632b528,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/City_spotB.png
City_spotB.rdc,.rdc,application/octet-stream,458049121,458049121,True,5bf49d2187b790c71ee4855aff2ffd1f21d6c89e97d972697a405a98aad2358f,5bf49d2187b790c71ee4855aff2ffd1f21d6c89e97d972697a405a98aad2358f,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/City_spotB.rdc
City_spotB_gpustages.txt,.txt,text/plain; charset=utf-8,499546,499546,True,2a00fb9e93704f657cc8958bdd4dd521aaf3c8f3cd2b80fa015880f506995423,2a00fb9e93704f657cc8958bdd4dd521aaf3c8f3cd2b80fa015880f506995423,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/City_spotB_gpustages.txt
City_spotB_insights.png,.png,image/png,5513424,5513424,True,e0f8fdcb05933477dce33ac53abff51ef3e53e68ca53deabc27c2016796e3660,e0f8fdcb05933477dce33ac53abff51ef3e53e68ca53deabc27c2016796e3660,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/City_spotB_insights.png
Energy_Electrical_spotA.png,.png,image/png,1208707,1208707,True,07a8969531e3c49b81627908d73a01ea3bf8b1b1c08eb9951c7d5f5e2c9e8b0c,07a8969531e3c49b81627908d73a01ea3bf8b1b1c08eb9951c7d5f5e2c9e8b0c,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Energy_Electrical_spotA.png
Energy_Electrical_spotA.rdc,.rdc,application/octet-stream,385502853,385502853,True,22e22ff916ec7ffdaadd0606c7d1d0c5f2698cb5e30e2981bdc240552486b958,22e22ff916ec7ffdaadd0606c7d1d0c5f2698cb5e30e2981bdc240552486b958,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Energy_Electrical_spotA.rdc
Energy_Electrical_spotA_gpustages.txt,.txt,text/plain; charset=utf-8,442518,442518,True,66835a73cb4235f1fd4949dcb3f28a9cdd0fa8ae6d3495b6cb1ed1af0cd2c7f9,66835a73cb4235f1fd4949dcb3f28a9cdd0fa8ae6d3495b6cb1ed1af0cd2c7f9,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Energy_Electrical_spotA_gpustages.txt
Energy_Electrical_spotA_insights.png,.png,image/png,4365514,4365514,True,daa35dd8ac385c3c6a134ba37a22540beced311bca4b66065e1db12635728f2d,daa35dd8ac385c3c6a134ba37a22540beced311bca4b66065e1db12635728f2d,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Energy_Electrical_spotA_insights.png
Energy_Electrical_spotB.png,.png,image/png,1121204,1121204,True,7959ad391e82da54a0bce2211200a163ba7416a0387036a9f3e164e4e00a0443,7959ad391e82da54a0bce2211200a163ba7416a0387036a9f3e164e4e00a0443,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Energy_Electrical_spotB.png
Energy_Electrical_spotB.rdc,.rdc,application/octet-stream,381472870,381472870,True,f474b771dd7cb1f12d0fd4f11353c83a27a1903ecde05bc90344bed6ae3620cb,f474b771dd7cb1f12d0fd4f11353c83a27a1903ecde05bc90344bed6ae3620cb,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Energy_Electrical_spotB.rdc
Energy_Electrical_spotB_gpustages.txt,.txt,text/plain; charset=utf-8,515328,515328,True,c3d9f24fe1b9a39937543c1fd3f638d89f0b795663d01233768b94ff575a4c8a,c3d9f24fe1b9a39937543c1fd3f638d89f0b795663d01233768b94ff575a4c8a,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Energy_Electrical_spotB_gpustages.txt
Energy_Electrical_spotB_insights.png,.png,image/png,3738232,3738232,True,76d9e1c0f1f6733c8b4d59223d666d7e43ed36dba71f546d8fec7f4a65c9bfea,76d9e1c0f1f6733c8b4d59223d666d7e43ed36dba71f546d8fec7f4a65c9bfea,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Energy_Electrical_spotB_insights.png
Fields_spotA.png,.png,image/png,1325630,1325630,True,9521584ffdcae2fbc0cd658e5804dabeb7db18f71517245ed6f40410db5afb21,9521584ffdcae2fbc0cd658e5804dabeb7db18f71517245ed6f40410db5afb21,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Fields_spotA.png
Fields_spotA.rdc,.rdc,application/octet-stream,389847561,389847561,True,b2a69b297fa55fafc4f4adf3b70195c6dd529aab7a572c9f4e0f250a251fda8f,b2a69b297fa55fafc4f4adf3b70195c6dd529aab7a572c9f4e0f250a251fda8f,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Fields_spotA.rdc
Fields_spotA_gpustages.txt,.txt,text/plain; charset=utf-8,351473,351473,True,66af79b204b930410a1d9aa45681c762f20cab404b8aff0849f7d21ad804f681,66af79b204b930410a1d9aa45681c762f20cab404b8aff0849f7d21ad804f681,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Fields_spotA_gpustages.txt
Fields_spotA_insights.png,.png,image/png,7333128,7333128,True,a4b8fefd813193f213227cf82b40d07cc93bd19b12e5259a3965b4db8a22b94c,a4b8fefd813193f213227cf82b40d07cc93bd19b12e5259a3965b4db8a22b94c,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Fields_spotA_insights.png
Fields_spotB.png,.png,image/png,743834,743834,True,50a727b741712f03de1febaa92eb0d5a13080b36cacf986805ac92eb3ccb70ec,50a727b741712f03de1febaa92eb0d5a13080b36cacf986805ac92eb3ccb70ec,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Fields_spotB.png
Fields_spotB.rdc,.rdc,application/octet-stream,387728333,387728333,True,0d985a9ec452b6e0260c6a952a47750f6f216d38fd21b61c8fd2615c7120db59,0d985a9ec452b6e0260c6a952a47750f6f216d38fd21b61c8fd2615c7120db59,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Fields_spotB.rdc
Fields_spotB_gpustages.txt,.txt,text/plain; charset=utf-8,444637,444637,True,38b95a3052f6789acfa5b974e2a6f7fb3d9362d81237638f7ed2f44d0a4891e7,38b95a3052f6789acfa5b974e2a6f7fb3d9362d81237638f7ed2f44d0a4891e7,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Fields_spotB_gpustages.txt
Fields_spotB_insights.png,.png,image/png,3343939,3343939,True,40ebfc72e0d932385f75a496a7e67a61095a47a17b1b7a3b8b1cba45818d1e24,40ebfc72e0d932385f75a496a7e67a61095a47a17b1b7a3b8b1cba45818d1e24,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/Fields_spotB_insights.png
gpu_stage_attempt.zip,.zip,application/zip,473263,473263,True,31d8d2e67186d6acc1c841ddf094bf1e734cd0fe5f811ca7a27dbd4e309ecd78,31d8d2e67186d6acc1c841ddf094bf1e734cd0fe5f811ca7a27dbd4e309ecd78,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/gpu_stage_attempt.zip
insights_BuggedCity.zip,.zip,application/zip,39641384,39641384,True,ec5d5160c6b5ccdb84d4d5a4e05819d101111a23ce1ff208cd5fbae7f642439f,ec5d5160c6b5ccdb84d4d5a4e05819d101111a23ce1ff208cd5fbae7f642439f,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/insights_BuggedCity.zip
insights_Canyon.zip,.zip,application/zip,38577471,38577471,True,719d64d3d892f35bd0695dbe0bb62801fff014c01903332991676c191ce91982,719d64d3d892f35bd0695dbe0bb62801fff014c01903332991676c191ce91982,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/insights_Canyon.zip
insights_City.zip,.zip,application/zip,40259363,40259363,True,26be298cf5e482d4922bd4ce9e05ef168c8579a980fc550716f28a6702125e84,26be298cf5e482d4922bd4ce9e05ef168c8579a980fc550716f28a6702125e84,True,https://roboquestvr-quest3-performance.elliotttate.chatgpt.site/api/downloads/rq3-86269d35efae42dcb8ab6a04/insights_City.zip
